Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM
2014,Columbia,61.5399,341,59.9098,339,106.908,123,107.626,130,100.178,73,102.953,129,4.67317,119
2014,Connecticut,65.5299,224,63.1794,254,108.575,81,113.591,39,95.8881,21,91.4609,10,22.13,15
2014,"Coppin St.",68.0328,106,66.8035,71,100.627,255,100.293,261,109.851,285,112.603,310,-12.3095,293
2014,Cornell,65.1892,241,63.5728,234,96.5397,312,100.354,260,120.401,351,120.933,350,-20.5792,340
2014,Creighton,65.3043,236,63.5535,237,120.485,1,124.246,2,104.412,159,102.529,124,21.7177,17
2014,Dartmouth,63.6634,301,62.8324,270,103.256,204,103.604,201,105.41,186,108.593,240,-4.98935,222
2014,Davidson,67.4944,125,66.1296,101,113.358,20,113.272,42,106.099,206,109.087,251,4.18428,123
2014,Dayton,65.4122,228,63.8292,223,109.441,66,113.835,37,101.539,99,99.5865,72,14.2489,42
2014,Delaware,70.9119,23,70.4263,10,111.617,41,112.012,60,106.273,211,106.186,192,5.82639,106
2014,"Delaware St.",60.5902,345,58.309,349,97.2501,300,97.1165,302,107.929,250,112.744,314,-15.6278,320
2014,Denver,59.1343,350,57.7513,350,109.384,67,110.556,83,107.53,245,107.699,224,2.85681,139
2014,DePaul,67.281,136,65.5765,126,101.435,241,106.144,156,111.055,312,107.335,217,-1.19106,183
2014,Detroit,67.8425,111,66.0202,104,99.8417,263,101.371,238,104.132,154,103.597,142,-2.22574,195
2014,Drake,64.2585,280,62.8942,266,103.921,187,105.042,183,106.856,227,106.503,199,-1.461,187
2014,Drexel,63.5243,309,62.3973,288,104.702,169,105.242,179,102.095,104,101.768,110,3.47414,129
2014,Duke,65.3563,232,64.6064,179,119.673,2,124.688,1,102.999,119,100.437,86,24.2514,8
2014,Duquesne,68.2529,97,66.5123,88,107.504,104,110.576,82,108.107,254,109.044,248,1.53205,152
2014,"East Carolina",65.8275,205,63.7282,227,106.345,135,105.971,163,109.678,281,111.85,295,-5.87878,239
2014,"East Tennessee St.",71.0354,20,68.636,26,106.4,133,103.456,204,105.896,203,109.62,260,-6.16399,243
2014,"Eastern Illinois",66.8183,158,64.2382,204,99.9262,262,98.7294,279,111.133,313,112.009,298,-13.2793,300
2014,"Eastern Kentucky",67.0205,146,64.2386,203,114.672,14,112.369,55,107.417,240,108.407,235,3.96138,125
2014,"Eastern Michigan",64.6084,268,63.0176,259,97.397,296,98.471,284,95.4851,18,95.297,28,3.17406,136
2014,"Eastern Washington",69.6858,48,69.0244,19,108.256,86,105.69,169,109.557,278,111.254,282,-5.56431,233
2014,Elon,66.9777,147,64.4192,189,106.525,130,104.594,189,105.539,189,107.543,222,-2.94857,202
2014,Evansville,66.4609,172,65.5533,128,101.361,243,103.115,212,107.942,251,107.305,216,-4.18943,211
2014,Fairfield,66.973,149,64.4949,185,94.3337,331,95.6112,315,104.127,153,104.455,160,-8.84371,271
2014,"Fairleigh Dickinson",66.6182,165,64.9527,160,102.152,226,102.225,226,112.782,329,112.791,316,-10.5669,282
2014,FIU,66.76,162,64.6716,174,100.507,257,101.418,236,105.608,192,106.896,210,-5.47748,231
2014,Florida,62.7047,332,61.3249,318,111.018,49,116.533,19,91.8243,8,87.9654,3,28.5673,3
2014,"Florida A&M",71.4155,16,69.9752,14,96.3539,314,94.9367,322,102.817,116,108.124,231,-13.187,297
2014,"Florida Atlantic",65.2792,237,63.0247,257,100.074,261,101.115,244,107.035,231,107.517,219,-6.40156,244
2014,"Florida Gulf Coast",68.3218,93,66.2459,98,103.641,195,100.039,266,98.2825,44,101.118,99,-1.0787,182
